position,team_name,points,league_name,season
15,Montpellier HSC,42,Ligue 1,2013
16,EA Guingamp,42,Ligue 1,2013
17,OGC Nice,42,Ligue 1,2013
18,FC Sochaux-Montbéliard,40,Ligue 1,2013
19,Valenciennes FC,29,Ligue 1,2013
20,AC Ajaccio,23,Ligue 1,2013
1,Bayern Munich,90,1 Bundesliga,2013
2,Borussia Dortmund,71,1 Bundesliga,2013
3,FC Schalke 04,64,1 Bundesliga,2013
4,Bayer 04 Leverkusen,61,1 Bundesliga,2013
5,VfL Wolfsburg,60,1 Bundesliga,2013
6,Borussia Mönchengladbach,55,1 Bundesliga,2013
7,1.FSV Mainz 05,53,1 Bundesliga,2013
8,FC Augsburg,52,1 Bundesliga,2013
9,TSG 1899 Hoffenheim,44,1 Bundesliga,2013
10,Hannover 96,42,1 Bundesliga,2013
11,Hertha BSC,41,1 Bundesliga,2013
12,SV Werder Bremen,39,1 Bundesliga,2013
13,Eintracht Frankfurt,36,1 Bundesliga,2013
14,SC Freiburg,36,1 Bundesliga,2013
15,VfB Stuttgart,32,1 Bundesliga,2013
16,Hamburger SV,27,1 Bundesliga,2013
17,1.FC Nuremberg,26,1 Bundesliga,2013
18,Eintracht Braunschweig,25,1 Bundesliga,2013
1,Juventus FC,102,Serie A,2013
2,AS Roma,85,Serie A,2013
3,SSC Napoli,78,Serie A,2013
4,ACF Fiorentina,65,Serie A,2013
5,Inter,60,Serie A,2013
6,Parma Calcio 1913,58,Serie A,2013
7,Torino FC,57,Serie A,2013
8,AC Milan,57,Serie A,2013
9,SS Lazio,56,Serie A,2013
10,Hellas Verona,54,Serie A,2013
11,Atalanta BC,50,Serie A,2013
12,UC Sampdoria,45,Serie A,2013
13,Udinese Calcio,44,Serie A,2013
14,Genoa CFC,44,Serie A,2013
15,Cagliari Calcio,39,Serie A,2013
16,Chievo Verona,36,Serie A,2013
17,US Sassuolo,34,Serie A,2013
18,Catania SSD,32,Serie A,2013
19,Bologna FC 1909,29,Serie A,2013
20,AS Livorno,25,Serie A,2013
1,Ajax Amsterdam,71,Eredivisie,2013
2,Feyenoord Rotterdam,67,Eredivisie,2013
3,Twente FC,63,Eredivisie,2013
4,PSV Eindhoven,59,Eredivisie,2013
5,SC Heerenveen,57,Eredivisie,2013
6,Vitesse Arnhem,55,Eredivisie,2013
7,FC Groningen,51,Eredivisie,2013
8,AZ Alkmaar,47,Eredivisie,2013
9,ADO Den Haag,43,Eredivisie,2013
10,FC Utrecht,41,Eredivisie,2013
11,PEC Zwolle,40,Eredivisie,2013
12,SC Cambuur-Leeuwarden,39,Eredivisie,2013
13,Go Ahead Eagles,38,Eredivisie,2013
14,Heracles Almelo,37,Eredivisie,2013
15,NAC Breda,35,Eredivisie,2013
16,RKC Waalwijk,32,Eredivisie,2013
17,NEC Nijmegen,30,Eredivisie,2013
18,Roda JC Kerkrade,29,Eredivisie,2013
1,SL Benfica,74,Liga Nos,2013
2,Sporting CP,67,Liga Nos,2013
3,FC Porto,61,Liga Nos,2013
4,GD Estoril Praia,54,Liga Nos,2013
5,CD Nacional,45,Liga Nos,2013
6,Marítimo,41,Liga Nos,2013
7,Vitória Setúbal FC,39,Liga Nos,2013
8,Académica Coimbra,37,Liga Nos,2013
9,SC Braga,37,Liga Nos,2013
10,Vitória Guimarães SC,35,Liga Nos,2013
11,Rio Ave FC,32,Liga Nos,2013
12,FC Arouca,31,Liga Nos,2013
13,Gil Vicente FC,31,Liga Nos,2013
14,Belenenses,28,Liga Nos,2013
15,SC Olhanense,24,Liga Nos,2013
16,FC Paços de Ferreira,24,Liga Nos,2013
1,Atlético de Madrid,90,Primera Division,2013
2,FC Barcelona,87,Primera Division,2013
3,Real Madrid,87,Primera Division,2013
4,Athletic Bilbao,70,Primera Division,2013
5,Sevilla FC,63,Primera Division,2013
6,Villarreal CF,59,Primera Division,2013
7,Real Sociedad,59,Primera Division,2013
8,Valencia CF,49,Primera Division,2013
9,Celta de Vigo,49,Primera Division,2013
10,Levante UD,48,Primera Division,2013
11,Málaga CF,45,Primera Division,2013
12,Rayo Vallecano,43,Primera Division,2013
13,Getafe CF,42,Primera Division,2013
14,RCD Espanyol Barcelona,42,Primera Division,2013
15,Granada CF,41,Primera Division,2013
16,Elche CF,40,Primera Division,2013
17,UD Almería,40,Primera Division,2013
18,CA Osasuna,39,Primera Division,2013
19,Real Valladolid CF,36,Primera Division,2013
20,Real Betis Balompié,25,Primera Division,2013
1,Chelsea FC,87,Premier League,2014
2,Manchester City,79,Premier League,2014
3,Arsenal FC,75,Premier League,2014
4,Manchester United,70,Premier League,2014
5,Tottenham Hotspur,64,Premier League,2014
6,Liverpool FC,62,Premier League,2014
7,Southampton FC,60,Premier League,2014
8,Swansea City,56,Premier League,2014
9,Stoke City,54,Premier League,2014
10,Crystal Palace,48,Premier League,2014
11,Everton FC,47,Premier League,2014
12,West Ham United,47,Premier League,2014
13,West Bromwich Albion,44,Premier League,2014
14,Leicester City,41,Premier League,2014
15,Newcastle United,39,Premier League,2014
16,Sunderland AFC,38,Premier League,2014
17,Aston Villa,38,Premier League,2014
18,Hull City,35,Premier League,2014
19,Burnley FC,33,Premier League,2014
20,Queens Park Rangers,30,Premier League,2014
1,Paris Saint-Germain,83,Ligue 1,2014
2,Olympique Lyon,75,Ligue 1,2014
3,AS Monaco,71,Ligue 1,2014
4,Olympique Marseille,69,Ligue 1,2014
5,AS Saint-Étienne,69,Ligue 1,2014
6,FC Girondins Bordeaux,63,Ligue 1,2014
7,Montpellier HSC,56,Ligue 1,2014
8,LOSC Lille,56,Ligue 1,2014
9,Stade Rennais FC,50,Ligue 1,2014
10,EA Guingamp,49,Ligue 1,2014
11,OGC Nice,48,Ligue 1,2014
12,SC Bastia,47,Ligue 1,2014
13,SM Caen,46,Ligue 1,2014
14,FC Nantes,45,Ligue 1,2014
15,Stade Reims,44,Ligue 1,2014
16,FC Lorient,43,Ligue 1,2014
17,FC Toulouse,42,Ligue 1,2014
18,FC Évian Thonon Gaillard,37,Ligue 1,2014
19,FC Metz,30,Ligue 1,2014
20,RC Lens,29,Ligue 1,2014
1,Bayern Munich,79,1 Bundesliga,2014
2,VfL Wolfsburg,69,1 Bundesliga,2014
3,Borussia Mönchengladbach,66,1 Bundesliga,2014
4,Bayer 04 Leverkusen,61,1 Bundesliga,2014
5,FC Augsburg,49,1 Bundesliga,2014
6,FC Schalke 04,48,1 Bundesliga,2014
7,Borussia Dortmund,46,1 Bundesliga,2014
8,TSG 1899 Hoffenheim,44,1 Bundesliga,2014
9,Eintracht Frankfurt,43,1 Bundesliga,2014
10,SV Werder Bremen,43,1 Bundesliga,2014
11,1.FSV Mainz 05,40,1 Bundesliga,2014
12,1. FC Köln,40,1 Bundesliga,2014
13,Hannover 96,37,1 Bundesliga,2014
14,VfB Stuttgart,36,1 Bundesliga,2014
15,Hertha BSC,35,1 Bundesliga,2014
16,Hamburger SV,35,1 Bundesliga,2014
17,SC Freiburg,34,1 Bundesliga,2014
18,SC Paderborn 07,31,1 Bundesliga,2014
1,Juventus FC,87,Serie A,2014
2,AS Roma,70,Serie A,2014
3,SS Lazio,69,Serie A,2014
4,ACF Fiorentina,64,Serie A,2014
5,SSC Napoli,63,Serie A,2014
6,Genoa CFC,59,Serie A,2014
7,UC Sampdoria,56,Serie A,2014
8,Inter,55,Serie A,2014
9,Torino FC,54,Serie A,2014
10,AC Milan,52,Serie A,2014
11,US Palermo,49,Serie A,2014
12,US Sassuolo,49,Serie A,2014
13,Hellas Verona,46,Serie A,2014
14,Chievo Verona,43,Serie A,2014
15,FC Empoli,42,Serie A,2014
16,Udinese Calcio,41,Serie A,2014
17,Atalanta BC,37,Serie A,2014
18,Cagliari Calcio,34,Serie A,2014
19,AC Cesena,24,Serie A,2014
20,Parma Calcio 1913,19,Serie A,2014
1,PSV Eindhoven,88,Eredivisie,2014
2,Ajax Amsterdam,71,Eredivisie,2014
3,AZ Alkmaar,62,Eredivisie,2014
4,Feyenoord Rotterdam,59,Eredivisie,2014
5,Vitesse Arnhem,58,Eredivisie,2014
6,PEC Zwolle,53,Eredivisie,2014
7,SC Heerenveen,50,Eredivisie,2014
8,FC Groningen,46,Eredivisie,2014
9,Willem II Tilburg,46,Eredivisie,2014
10,Twente FC,43,Eredivisie,2014
11,FC Utrecht,41,Eredivisie,2014
12,SC Cambuur-Leeuwarden,41,Eredivisie,2014
13,ADO Den Haag,37,Eredivisie,2014
14,Heracles Almelo,37,Eredivisie,2014
15,Excelsior,32,Eredivisie,2014
16,NAC Breda,28,Eredivisie,2014
17,Go Ahead Eagles,27,Eredivisie,2014
18,FC Dordrecht,20,Eredivisie,2014
1,SL Benfica,85,Liga Nos,2014
2,FC Porto,82,Liga Nos,2014
3,Sporting CP,76,Liga Nos,2014
4,SC Braga,58,Liga Nos,2014
5,Vitória Guimarães SC,55,Liga Nos,2014
6,Belenenses,48,Liga Nos,2014
7,CD Nacional,47,Liga Nos,2014
8,FC Paços de Ferreira,47,Liga Nos,2014
9,Marítimo,44,Liga Nos,2014
10,Rio Ave FC,43,Liga Nos,2014
11,Moreirense FC,43,Liga Nos,2014
12,GD Estoril Praia,40,Liga Nos,2014
13,Boavista FC,34,Liga Nos,2014
14,Académica Coimbra,29,Liga Nos,2014
15,Vitória Setúbal FC,29,Liga Nos,2014
16,FC Arouca,28,Liga Nos,2014
17,Gil Vicente FC,23,Liga Nos,2014
18,FC Penafiel,22,Liga Nos,2014
1,FC Barcelona,94,Primera Division,2014
2,Real Madrid,92,Primera Division,2014
3,Atlético de Madrid,78,Primera Division,2014
4,Valencia CF,77,Primera Division,2014
5,Sevilla FC,76,Primera Division,2014
6,Villarreal CF,60,Primera Division,2014
7,Athletic Bilbao,55,Primera Division,2014
8,Celta de Vigo,51,Primera Division,2014
9,Málaga CF,50,Primera Division,2014
10,RCD Espanyol Barcelona,49,Primera Division,2014
11,Rayo Vallecano,49,Primera Division,2014
12,Real Sociedad,46,Primera Division,2014
13,Elche CF,41,Primera Division,2014
14,Levante UD,37,Primera Division,2014
15,Getafe CF,37,Primera Division,2014
16,Deportivo de La Coruña,35,Primera Division,2014
17,Granada CF,35,Primera Division,2014
18,SD Eibar,35,Primera Division,2014
19,UD Almería,29,Primera Division,2014
20,Córdoba CF,20,Primera Division,2014
1,Leicester City,81,Premier League,2015
2,Arsenal FC,71,Premier League,2015
3,Tottenham Hotspur,70,Premier League,2015
4,Manchester City,66,Premier League,2015
5,Manchester United,66,Premier League,2015
6,Southampton FC,63,Premier League,2015
7,West Ham United,62,Premier League,2015
8,Liverpool FC,60,Premier League,2015
9,Stoke City,51,Premier League,2015
10,Chelsea FC,50,Premier League,2015
11,Everton FC,47,Premier League,2015
12,Swansea City,47,Premier League,2015
13,Watford FC,45,Premier League,2015
14,West Bromwich Albion,43,Premier League,2015
15,Crystal Palace,42,Premier League,2015
16,AFC Bournemouth,42,Premier League,2015
17,Sunderland AFC,39,Premier League,2015
18,Newcastle United,37,Premier League,2015
19,Norwich City,34,Premier League,2015
20,Aston Villa,17,Premier League,2015
1,Paris Saint-Germain,96,Ligue 1,2015
2,Olympique Lyon,65,Ligue 1,2015
3,AS Monaco,65,Ligue 1,2015
4,OGC Nice,63,Ligue 1,2015
5,LOSC Lille,60,Ligue 1,2015
6,AS Saint-Étienne,58,Ligue 1,2015
7,SM Caen,54,Ligue 1,2015
8,Stade Rennais FC,52,Ligue 1,2015
9,Angers SCO,50,Ligue 1,2015
10,SC Bastia,50,Ligue 1,2015
11,FC Girondins Bordeaux,50,Ligue 1,2015
12,Montpellier HSC,49,Ligue 1,2015
13,Olympique Marseille,48,Ligue 1,2015
14,FC Nantes,48,Ligue 1,2015
15,FC Lorient,46,Ligue 1,2015
16,EA Guingamp,44,Ligue 1,2015
17,FC Toulouse,40,Ligue 1,2015
18,Stade Reims,39,Ligue 1,2015
19,GFC Ajaccio,37,Ligue 1,2015
20,Troyes,18,Ligue 1,2015
1,Bayern Munich,88,1 Bundesliga,2015
2,Borussia Dortmund,78,1 Bundesliga,2015
3,Bayer 04 Leverkusen,60,1 Bundesliga,2015
4,Borussia Mönchengladbach,55,1 Bundesliga,2015
5,FC Schalke 04,52,1 Bundesliga,2015
6,1.FSV Mainz 05,50,1 Bundesliga,2015
7,Hertha BSC,50,1 Bundesliga,2015
8,VfL Wolfsburg,45,1 Bundesliga,2015
9,1. FC Köln,43,1 Bundesliga,2015
10,Hamburger SV,41,1 Bundesliga,2015
11,FC Ingolstadt 04,40,1 Bundesliga,2015
12,FC Augsburg,38,1 Bundesliga,2015
13,SV Werder Bremen,38,1 Bundesliga,2015
14,SV Darmstadt 98,38,1 Bundesliga,2015
15,TSG 1899 Hoffenheim,37,1 Bundesliga,2015
16,Eintracht Frankfurt,36,1 Bundesliga,2015
17,VfB Stuttgart,33,1 Bundesliga,2015
18,Hannover 96,25,1 Bundesliga,2015
1,Juventus FC,91,Serie A,2015
2,SSC Napoli,82,Serie A,2015
3,AS Roma,80,Serie A,2015
4,Inter,67,Serie A,2015
5,ACF Fiorentina,64,Serie A,2015
6,US Sassuolo,61,Serie A,2015
7,AC Milan,57,Serie A,2015
8,SS Lazio,54,Serie A,2015
9,Chievo Verona,50,Serie A,2015
10,Genoa CFC,46,Serie A,2015
11,FC Empoli,46,Serie A,2015
12,Torino FC,45,Serie A,2015
13,Atalanta BC,45,Serie A,2015
14,Bologna FC 1909,42,Serie A,2015
15,UC Sampdoria,40,Serie A,2015
16,US Palermo,39,Serie A,2015
17,Udinese Calcio,39,Serie A,2015
18,Carpi FC 1909,38,Serie A,2015
19,Frosinone Calcio,31,Serie A,2015
20,Hellas Verona,28,Serie A,2015
1,PSV Eindhoven,84,Eredivisie,2015
2,Ajax Amsterdam,82,Eredivisie,2015
3,Feyenoord Rotterdam,63,Eredivisie,2015
4,AZ Alkmaar,59,Eredivisie,2015
5,FC Utrecht,53,Eredivisie,2015
6,Heracles Almelo,51,Eredivisie,2015
7,FC Groningen,50,Eredivisie,2015
8,PEC Zwolle,48,Eredivisie,2015
9,Vitesse Arnhem,46,Eredivisie,2015
10,NEC Nijmegen,46,Eredivisie,2015
11,ADO Den Haag,43,Eredivisie,2015
12,SC Heerenveen,42,Eredivisie,2015
13,Twente FC,40,Eredivisie,2015
14,Roda JC Kerkrade,34,Eredivisie,2015
15,Excelsior,30,Eredivisie,2015
16,Willem II Tilburg,29,Eredivisie,2015
17,De Graafschap Doetinchem,23,Eredivisie,2015
18,SC Cambuur-Leeuwarden,18,Eredivisie,2015
1,SL Benfica,88,Liga Nos,2015
2,Sporting CP,86,Liga Nos,2015
3,FC Porto,73,Liga Nos,2015
4,SC Braga,58,Liga Nos,2015
5,FC Arouca,54,Liga Nos,2015
6,Rio Ave FC,50,Liga Nos,2015
7,FC Paços de Ferreira,49,Liga Nos,2015
8,GD Estoril Praia,47,Liga Nos,2015
9,Belenenses,41,Liga Nos,2015
10,Vitória Guimarães SC,40,Liga Nos,2015
11,CD Nacional,38,Liga Nos,2015
12,Moreirense FC,36,Liga Nos,2015
13,Marítimo,35,Liga Nos,2015
14,Boavista FC,33,Liga Nos,2015
15,CD Tondela,30,Liga Nos,2015
16,Vitória Setúbal FC,30,Liga Nos,2015
17,CF União Madeira,29,Liga Nos,2015
18,Académica Coimbra,25,Liga Nos,2015
1,FC Barcelona,91,Primera Division,2015
2,Real Madrid,90,Primera Division,2015
3,Atlético de Madrid,88,Primera Division,2015
4,Villarreal CF,64,Primera Division,2015
5,Athletic Bilbao,62,Primera Division,2015
6,Celta de Vigo,60,Primera Division,2015
7,Sevilla FC,52,Primera Division,2015
8,Málaga CF,48,Primera Division,2015
9,Real Sociedad,48,Primera Division,2015
10,Real Betis Balompié,45,Primera Division,2015
11,UD Las Palmas,44,Primera Division,2015
12,Valencia CF,44,Primera Division,2015
13,SD Eibar,43,Primera Division,2015
14,RCD Espanyol Barcelona,43,Primera Division,2015
15,Deportivo de La Coruña,42,Primera Division,2015
16,Granada CF,39,Primera Division,2015
17,Sporting Gijón,39,Primera Division,2015
18,Rayo Vallecano,38,Primera Division,2015
19,Getafe CF,36,Primera Division,2015
20,Levante UD,32,Primera Division,2015
1,Chelsea FC,93,Premier League,2016
2,Tottenham Hotspur,86,Premier League,2016
3,Manchester City,78,Premier League,2016
4,Liverpool FC,76,Premier League,2016
5,Arsenal FC,75,Premier League,2016
6,Manchester United,69,Premier League,2016
7,Everton FC,61,Premier League,2016
8,Southampton FC,46,Premier League,2016
9,AFC Bournemouth,46,Premier League,2016
10,West Bromwich Albion,45,Premier League,2016
11,West Ham United,45,Premier League,2016
12,Leicester City,44,Premier League,2016
13,Stoke City,44,Premier League,2016
14,Crystal Palace,41,Premier League,2016
15,Swansea City,41,Premier League,2016
16,Burnley FC,40,Premier League,2016
17,Watford FC,40,Premier League,2016
18,Hull City,34,Premier League,2016
19,Middlesbrough FC,28,Premier League,2016
20,Sunderland AFC,24,Premier League,2016
1,AS Monaco,95,Ligue 1,2016
2,Paris Saint-Germain,87,Ligue 1,2016
3,OGC Nice,78,Ligue 1,2016
4,Olympique Lyon,67,Ligue 1,2016
5,Olympique Marseille,62,Ligue 1,2016
6,FC Girondins Bordeaux,59,Ligue 1,2016
7,FC Nantes,51,Ligue 1,2016
8,AS Saint-Étienne,50,Ligue 1,2016
9,Stade Rennais FC,50,Ligue 1,2016
10,EA Guingamp,50,Ligue 1,2016
11,LOSC Lille,46,Ligue 1,2016
12,Angers SCO,46,Ligue 1,2016
13,FC Toulouse,44,Ligue 1,2016
14,FC Metz,43,Ligue 1,2016
15,Montpellier HSC,39,Ligue 1,2016
16,Dijon FCO,37,Ligue 1,2016
17,SM Caen,37,Ligue 1,2016
18,FC Lorient,36,Ligue 1,2016
19,AS Nancy-Lorraine,35,Ligue 1,2016
20,SC Bastia,34,Ligue 1,2016
1,Bayern Munich,82,1 Bundesliga,2016
2,RB Leipzig,67,1 Bundesliga,2016
3,Borussia Dortmund,64,1 Bundesliga,2016
4,TSG 1899 Hoffenheim,62,1 Bundesliga,2016
5,1. FC Köln,49,1 Bundesliga,2016
6,Hertha BSC,49,1 Bundesliga,2016
7,SC Freiburg,48,1 Bundesliga,2016
8,SV Werder Bremen,45,1 Bundesliga,2016
9,Borussia Mönchengladbach,45,1 Bundesliga,2016
10,FC Schalke 04,43,1 Bundesliga,2016
11,Eintracht Frankfurt,42,1 Bundesliga,2016
12,Bayer 04 Leverkusen,41,1 Bundesliga,2016
13,FC Augsburg,38,1 Bundesliga,2016
14,Hamburger SV,38,1 Bundesliga,2016
15,1.FSV Mainz 05,37,1 Bundesliga,2016
16,VfL Wolfsburg,37,1 Bundesliga,2016
17,FC Ingolstadt 04,32,1 Bundesliga,2016
18,SV Darmstadt 98,25,1 Bundesliga,2016
1,Juventus FC,91,Serie A,2016
2,AS Roma,87,Serie A,2016
3,SSC Napoli,86,Serie A,2016
4,Atalanta BC,72,Serie A,2016
5,SS Lazio,70,Serie A,2016
6,AC Milan,63,Serie A,2016
7,Inter,62,Serie A,2016
8,ACF Fiorentina,60,Serie A,2016
9,Torino FC,53,Serie A,2016
10,UC Sampdoria,48,Serie A,2016
11,Cagliari Calcio,47,Serie A,2016
12,US Sassuolo,46,Serie A,2016
13,Udinese Calcio,45,Serie A,2016
14,Chievo Verona,43,Serie A,2016
15,Bologna FC 1909,41,Serie A,2016
16,Genoa CFC,36,Serie A,2016
17,FC Crotone,34,Serie A,2016
18,FC Empoli,32,Serie A,2016
19,US Palermo,26,Serie A,2016
20,Pescara,18,Serie A,2016
1,Feyenoord Rotterdam,82,Eredivisie,2016
2,Ajax Amsterdam,81,Eredivisie,2016
3,PSV Eindhoven,76,Eredivisie,2016
4,FC Utrecht,62,Eredivisie,2016
5,Vitesse Arnhem,51,Eredivisie,2016
6,AZ Alkmaar,49,Eredivisie,2016
7,Twente FC,45,Eredivisie,2016
8,FC Groningen,43,Eredivisie,2016
9,SC Heerenveen,43,Eredivisie,2016
10,Heracles Almelo,43,Eredivisie,2016
11,ADO Den Haag,38,Eredivisie,2016
12,Excelsior,37,Eredivisie,2016
13,Willem II Tilburg,36,Eredivisie,2016
14,PEC Zwolle,35,Eredivisie,2016
15,Sparta Rotterdam,34,Eredivisie,2016
16,NEC Nijmegen,34,Eredivisie,2016
17,Roda JC Kerkrade,33,Eredivisie,2016
18,Go Ahead Eagles,23,Eredivisie,2016
1,SL Benfica,82,Liga Nos,2016
2,FC Porto,76,Liga Nos,2016
3,Sporting CP,70,Liga Nos,2016
4,Vitória Guimarães SC,62,Liga Nos,2016
5,SC Braga,54,Liga Nos,2016
6,Marítimo,50,Liga Nos,2016
7,Rio Ave FC,49,Liga Nos,2016
8,CD Feirense,48,Liga Nos,2016
9,Boavista FC,43,Liga Nos,2016
10,GD Estoril Praia,38,Liga Nos,2016
11,GD Chaves,38,Liga Nos,2016
12,Vitória Setúbal FC,38,Liga Nos,2016
13,FC Paços de Ferreira,36,Liga Nos,2016
14,Belenenses,36,Liga Nos,2016
15,Moreirense FC,33,Liga Nos,2016
16,CD Tondela,32,Liga Nos,2016
17,FC Arouca,32,Liga Nos,2016
18,CD Nacional,21,Liga Nos,2016
1,Real Madrid,93,Primera Division,2016
2,FC Barcelona,90,Primera Division,2016
3,Atlético de Madrid,78,Primera Division,2016
4,Sevilla FC,72,Primera Division,2016
5,Villarreal CF,67,Primera Division,2016
6,Real Sociedad,64,Primera Division,2016
7,Athletic Bilbao,63,Primera Division,2016
8,RCD Espanyol Barcelona,56,Primera Division,2016
9,Deportivo Alavés,55,Primera Division,2016
10,SD Eibar,54,Primera Division,2016
11,Málaga CF,46,Primera Division,2016
12,Valencia CF,46,Primera Division,2016
13,Celta de Vigo,45,Primera Division,2016
14,UD Las Palmas,39,Primera Division,2016
15,Real Betis Balompié,39,Primera Division,2016
16,Deportivo de La Coruña,36,Primera Division,2016
17,CD Leganés,35,Primera Division,2016
18,Sporting Gijón,31,Primera Division,2016
19,CA Osasuna,22,Primera Division,2016
20,Granada CF,20,Primera Division,2016
1,Manchester City,100,Premier League,2017
2,Manchester United,81,Premier League,2017
3,Tottenham Hotspur,77,Premier League,2017
4,Liverpool FC,75,Premier League,2017
5,Chelsea FC,70,Premier League,2017
6,Arsenal FC,63,Premier League,2017
7,Burnley FC,54,Premier League,2017
8,Everton FC,49,Premier League,2017
9,Leicester City,47,Premier League,2017
10,Newcastle United,44,Premier League,2017
11,Crystal Palace,44,Premier League,2017
12,AFC Bournemouth,44,Premier League,2017
13,West Ham United,42,Premier League,2017
14,Watford FC,41,Premier League,2017
15,Brighton & Hove Albion,40,Premier League,2017
16,Huddersfield Town,37,Premier League,2017
17,Southampton FC,36,Premier League,2017
18,Swansea City,33,Premier League,2017
19,Stoke City,33,Premier League,2017
20,West Bromwich Albion,31,Premier League,2017
1,Paris Saint-Germain,93,Ligue 1,2017
2,AS Monaco,80,Ligue 1,2017
3,Olympique Lyon,78,Ligue 1,2017
4,Olympique Marseille,77,Ligue 1,2017
5,Stade Rennais FC,58,Ligue 1,2017
6,FC Girondins Bordeaux,55,Ligue 1,2017
7,AS Saint-Étienne,55,Ligue 1,2017
8,OGC Nice,54,Ligue 1,2017
9,FC Nantes,52,Ligue 1,2017
10,Montpellier HSC,51,Ligue 1,2017
11,Dijon FCO,48,Ligue 1,2017
12,EA Guingamp,47,Ligue 1,2017
13,Amiens SC,45,Ligue 1,2017
14,Angers SCO,41,Ligue 1,2017
15,RC Strasbourg Alsace,38,Ligue 1,2017
16,SM Caen,38,Ligue 1,2017
17,LOSC Lille,38,Ligue 1,2017
18,FC Toulouse,37,Ligue 1,2017
19,Troyes,33,Ligue 1,2017
20,FC Metz,26,Ligue 1,2017
1,Bayern Munich,84,1 Bundesliga,2017
2,FC Schalke 04,63,1 Bundesliga,2017
3,TSG 1899 Hoffenheim,55,1 Bundesliga,2017
4,Borussia Dortmund,55,1 Bundesliga,2017
5,Bayer 04 Leverkusen,55,1 Bundesliga,2017
6,RB Leipzig,53,1 Bundesliga,2017
7,VfB Stuttgart,51,1 Bundesliga,2017
8,Eintracht Frankfurt,49,1 Bundesliga,2017
9,Borussia Mönchengladbach,47,1 Bundesliga,2017
10,Hertha BSC,43,1 Bundesliga,2017
11,SV Werder Bremen,42,1 Bundesliga,2017
12,FC Augsburg,41,1 Bundesliga,2017
13,Hannover 96,39,1 Bundesliga,2017
14,1.FSV Mainz 05,36,1 Bundesliga,2017
15,SC Freiburg,36,1 Bundesliga,2017
16,VfL Wolfsburg,33,1 Bundesliga,2017
17,Hamburger SV,31,1 Bundesliga,2017
18,1. FC Köln,22,1 Bundesliga,2017
1,Juventus FC,95,Serie A,2017
2,SSC Napoli,91,Serie A,2017
3,AS Roma,77,Serie A,2017
4,Inter,72,Serie A,2017
5,SS Lazio,72,Serie A,2017
6,AC Milan,64,Serie A,2017
7,Atalanta BC,60,Serie A,2017
8,ACF Fiorentina,57,Serie A,2017
9,Torino FC,54,Serie A,2017
10,UC Sampdoria,54,Serie A,2017
11,US Sassuolo,43,Serie A,2017
12,Genoa CFC,41,Serie A,2017
13,Chievo Verona,40,Serie A,2017
14,Udinese Calcio,40,Serie A,2017
15,Bologna FC 1909,39,Serie A,2017
16,Cagliari Calcio,39,Serie A,2017
17,SPAL,38,Serie A,2017
18,FC Crotone,35,Serie A,2017
19,Hellas Verona,25,Serie A,2017
20,Benevento Calcio,21,Serie A,2017
1,PSV Eindhoven,83,Eredivisie,2017
2,Ajax Amsterdam,79,Eredivisie,2017
3,AZ Alkmaar,71,Eredivisie,2017
4,Feyenoord Rotterdam,66,Eredivisie,2017
5,FC Utrecht,54,Eredivisie,2017
6,Vitesse Arnhem,49,Eredivisie,2017
7,ADO Den Haag,47,Eredivisie,2017
8,SC Heerenveen,46,Eredivisie,2017
9,PEC Zwolle,44,Eredivisie,2017
10,Heracles Almelo,42,Eredivisie,2017
11,Excelsior,40,Eredivisie,2017
12,FC Groningen,38,Eredivisie,2017
13,Willem II Tilburg,37,Eredivisie,2017
14,NAC Breda,34,Eredivisie,2017
15,VVV-Venlo,34,Eredivisie,2017
16,Roda JC Kerkrade,30,Eredivisie,2017
17,Sparta Rotterdam,27,Eredivisie,2017
18,Twente FC,24,Eredivisie,2017
1,FC Porto,88,Liga Nos,2017
2,SL Benfica,81,Liga Nos,2017
3,Sporting CP,78,Liga Nos,2017
4,SC Braga,75,Liga Nos,2017
5,Rio Ave FC,51,Liga Nos,2017
6,GD Chaves,47,Liga Nos,2017
7,Marítimo,47,Liga Nos,2017
8,Boavista FC,45,Liga Nos,2017
9,Vitória Guimarães SC,43,Liga Nos,2017
10,Portimonense SC,38,Liga Nos,2017
11,CD Tondela,38,Liga Nos,2017
12,Belenenses,37,Liga Nos,2017
13,Desportivo Aves (- 2020),34,Liga Nos,2017
14,Moreirense FC,32,Liga Nos,2017
15,Vitória Setúbal FC,32,Liga Nos,2017
16,CD Feirense,31,Liga Nos,2017
17,FC Paços de Ferreira,30,Liga Nos,2017
18,GD Estoril Praia,30,Liga Nos,2017
1,FC Barcelona,93,Primera Division,2017
2,Atlético de Madrid,79,Primera Division,2017
3,Real Madrid,76,Primera Division,2017
4,Valencia CF,73,Primera Division,2017
5,Villarreal CF,61,Primera Division,2017
6,Real Betis Balompié,60,Primera Division,2017
7,Sevilla FC,58,Primera Division,2017
8,Getafe CF,55,Primera Division,2017
9,SD Eibar,51,Primera Division,2017
10,Girona FC,51,Primera Division,2017
11,RCD Espanyol Barcelona,49,Primera Division,2017
12,Real Sociedad,49,Primera Division,2017
13,Celta de Vigo,49,Primera Division,2017
14,Deportivo Alavés,47,Primera Division,2017
15,Levante UD,46,Primera Division,2017
16,Athletic Bilbao,43,Primera Division,2017
17,CD Leganés,43,Primera Division,2017
